Lesson_Summary,Quiz Summary,Assignment Summary,Grade Point Average,Intermediate class Eligibility
1.4,TRUE,64,72,TRUE
0.6,FALSE,40,33.8,FALSE
0.2,TRUE,75,69.3,TRUE
0.8,TRUE,58,23.6,FALSE
0.4,FALSE,71,57.6,TRUE
1,FALSE,63,44.1,TRUE
0,TRUE,12,97.2,TRUE
1.2,FALSE,76,30.3,FALSE
0,FALSE,86,20.4,TRUE
1.4,TRUE,34,84.5,FALSE
0.4,FALSE,59,19.1,FALSE
0.8,TRUE,93,80.4,TRUE
1.2,TRUE,52,87.4,FALSE
1.2,TRUE,40,87.1,TRUE
0.4,FALSE,0,28.2,TRUE
1,TRUE,45,37.4,TRUE
0.4,FALSE,88,95.3,FALSE
0.2,TRUE,68,41,TRUE
1.2,FALSE,1,39.8,FALSE
1.2,FALSE,0,86.3,FALSE
1.4,TRUE,56,51.9,FALSE
0,FALSE,87,63.1,FALSE
0.2,TRUE,40,91.4,FALSE
0.2,TRUE,64,76.8,FALSE
0,TRUE,100,92.2,FALSE
1.4,FALSE,10,83.3,TRUE
0.2,TRUE,57,31.2,TRUE
0.8,FALSE,90,46.2,TRUE
1,FALSE,95,55.7,FALSE
0.2,TRUE,80,9.4,TRUE
0.8,FALSE,22,19.2,FALSE
1.4,FALSE,43,2.8,FALSE
0.6,FALSE,32,99,FALSE
0.2,FALSE,71,76.4,TRUE
0.8,TRUE,91,32.1,TRUE
1,TRUE,92,21.2,FALSE
0,FALSE,72,73.1,TRUE
1.2,FALSE,100,63.3,FALSE
0.8,TRUE,7,75.7,FALSE
1.4,FALSE,33,89,FALSE
1.4,FALSE,74,72.6,TRUE
0,TRUE,86,61.4,FALSE
1.4,FALSE,73,76.8,TRUE
1,FALSE,23,23.1,TRUE
1.4,FALSE,91,90,FALSE
0,TRUE,55,86.7,TRUE
1.2,FALSE,36,66.6,TRUE
0.8,TRUE,55,8.6,FALSE
0.2,TRUE,36,93.7,TRUE
0.2,FALSE,81,87.5,TRUE
1.2,FALSE,1,53.2,TRUE
0.4,TRUE,70,9.1,FALSE
0.8,TRUE,37,43.6,TRUE
0.4,TRUE,93,91.8,FALSE
0.8,FALSE,44,57.8,TRUE
0.4,FALSE,20,33.1,TRUE
0,FALSE,81,68.7,FALSE
0.8,FALSE,1,68.5,TRUE
0,FALSE,96,91.2,FALSE
0,TRUE,45,52.5,FALSE
0.4,TRUE,23,30.4,FALSE
1,FALSE,43,27,FALSE
0.4,FALSE,24,68.1,TRUE
1.2,TRUE,69,52.1,FALSE
0.6,FALSE,64,99.2,FALSE
1.4,TRUE,12,72,TRUE
0,TRUE,89,37.6,TRUE
0.4,FALSE,5,29.7,TRUE
1,TRUE,76,97.7,FALSE
1,FALSE,52,87.7,TRUE
1.2,FALSE,99,4.6,TRUE
0.2,TRUE,9,43.9,TRUE
1.2,TRUE,23,90.9,TRUE
0.6,TRUE,37,32,TRUE
1.4,FALSE,36,44.9,FALSE
1,FALSE,69,21,TRUE
0,FALSE,42,11.7,TRUE
0.2,FALSE,53,84,FALSE
1,FALSE,54,74.6,TRUE
1.2,FALSE,65,47.7,TRUE
1.2,TRUE,100,84.2,FALSE
0.2,TRUE,9,87.6,TRUE
0.8,TRUE,49,49.7,FALSE
0.6,TRUE,17,3.6,TRUE
0.8,FALSE,47,58.4,FALSE
0.2,FALSE,50,77,FALSE
0.4,TRUE,37,2.2,FALSE
1.4,FALSE,28,94.6,TRUE
0.8,FALSE,34,53.2,TRUE
1.4,TRUE,73,11,TRUE
1.2,FALSE,66,43.1,FALSE
0,TRUE,32,24.2,TRUE
1.2,FALSE,12,92.6,TRUE
0.8,TRUE,6,61,FALSE
0.4,FALSE,42,72.6,FALSE
0.8,TRUE,4,79.2,TRUE
1,TRUE,95,29.8,FALSE
0.4,FALSE,38,10.6,TRUE
0.6,TRUE,86,53.9,FALSE
1.4,FALSE,43,78,FALSE
1,FALSE,21,4.3,TRUE
0.4,TRUE,96,1.1,TRUE
1.2,FALSE,41,49.2,FALSE
0.2,FALSE,12,91.4,TRUE
0.6,TRUE,29,45.9,TRUE
0.2,FALSE,30,22.2,FALSE
1.2,TRUE,25,0.3,FALSE
0.6,TRUE,93,71,TRUE
0.4,FALSE,40,62.1,TRUE
0,FALSE,37,68.1,FALSE
0.6,FALSE,25,20.2,FALSE
0.2,TRUE,42,59.4,TRUE
0.2,TRUE,27,39.7,FALSE
1.4,FALSE,30,68.3,TRUE
0,FALSE,61,16.1,TRUE
0,TRUE,100,3.7,FALSE
0,FALSE,53,88.1,TRUE
0.6,FALSE,51,44.1,TRUE
0,TRUE,38,24.6,FALSE
0.4,FALSE,34,29.2,FALSE
1.2,FALSE,9,94.2,TRUE
0,FALSE,58,80.6,TRUE
1.2,FALSE,32,72.9,FALSE
0.6,FALSE,94,91.4,TRUE
0.2,FALSE,48,1.1,FALSE
1.2,TRUE,12,62.6,TRUE
0.2,FALSE,11,59.6,FALSE
0.2,TRUE,87,13.9,FALSE
1,FALSE,64,80.6,FALSE
0.4,TRUE,45,5.6,FALSE
0.8,FALSE,60,58.2,FALSE
1.4,FALSE,19,78.7,TRUE
0.2,TRUE,81,30.7,FALSE
0.8,FALSE,51,45.3,FALSE
1.4,FALSE,60,94.1,FALSE
1.4,FALSE,86,98.7,FALSE
0.8,TRUE,39,93.9,TRUE
0.8,FALSE,70,36.8,TRUE
0.8,FALSE,5,48,FALSE
0,FALSE,73,33,FALSE
0.8,TRUE,52,85.7,FALSE
0.8,FALSE,85,66.5,FALSE
0,FALSE,68,38.4,TRUE
0.4,FALSE,49,56.9,FALSE
1.2,FALSE,49,2.1,FALSE
1,TRUE,45,24.3,FALSE
0.2,TRUE,45,61.8,FALSE
0.8,FALSE,5,97.1,FALSE
0.6,TRUE,40,19.8,FALSE
1,FALSE,88,30.9,TRUE
1.2,FALSE,97,17.5,FALSE
1.4,TRUE,0,11.2,FALSE
0.2,FALSE,6,85,FALSE
0.6,FALSE,86,29.4,TRUE
1.2,FALSE,79,74,FALSE
1.2,TRUE,40,23.6,FALSE
1.4,FALSE,69,76.8,TRUE
1,TRUE,25,88.8,FALSE
1,TRUE,65,87.7,TRUE
1,TRUE,66,11.9,FALSE
1,FALSE,38,85,FALSE
0.8,TRUE,84,12.8,TRUE
1.2,TRUE,40,89.3,TRUE
1.4,FALSE,64,64.1,FALSE
0,TRUE,81,36.3,FALSE
0.2,TRUE,62,29,TRUE
0.6,FALSE,2,75.2,TRUE
0.4,TRUE,98,42.1,TRUE
0.8,FALSE,61,77.2,TRUE
0.2,FALSE,57,26,TRUE
1.4,TRUE,21,78.2,FALSE
1,TRUE,67,40.5,TRUE
1.4,TRUE,98,63.4,FALSE
1,FALSE,84,39.9,TRUE
0.2,FALSE,48,88.1,TRUE
1.4,FALSE,73,33.9,FALSE
1,FALSE,70,34.2,FALSE
0.2,TRUE,50,97.3,TRUE
0.4,TRUE,34,62.3,TRUE
0,FALSE,95,46.9,TRUE
0.2,TRUE,7,25.4,TRUE
0.2,FALSE,26,77.2,FALSE
1.4,FALSE,1,67.2,TRUE
0.6,FALSE,65,7.5,TRUE
1.2,TRUE,80,21.1,FALSE
1.4,TRUE,66,94.8,TRUE
0.4,FALSE,54,50.6,FALSE
0.8,FALSE,100,99.3,FALSE
1.4,FALSE,7,48.6,TRUE
1.4,FALSE,96,29.8,FALSE
1.4,FALSE,86,79,TRUE
0.2,FALSE,94,60.9,FALSE
0.8,FALSE,61,41.2,FALSE
0.8,FALSE,94,32.7,TRUE
1.4,FALSE,63,37.8,TRUE
0.2,TRUE,61,53.2,FALSE
0.2,TRUE,54,83.4,TRUE
1.2,FALSE,83,99.2,TRUE
0,FALSE,56,24.9,TRUE
0.4,FALSE,72,6,TRUE
0.4,FALSE,62,62.7,FALSE
0.8,TRUE,32,82.2,FALSE
0.2,FALSE,47,70.5,TRUE
1.2,TRUE,71,83.4,TRUE
0.4,FALSE,34,48.9,FALSE
0.4,FALSE,100,58.2,TRUE
0.2,FALSE,52,34.7,FALSE
0.4,TRUE,35,40.5,TRUE
0,TRUE,11,0.2,TRUE
1,FALSE,19,13.6,FALSE
0.6,TRUE,36,95.9,FALSE
0.8,TRUE,29,37.4,TRUE
1.2,FALSE,60,95.6,FALSE
1.2,FALSE,70,72.2,FALSE
0.6,FALSE,37,90.1,TRUE
1.2,TRUE,4,68.1,FALSE
1.4,FALSE,76,10.1,TRUE
0.6,FALSE,29,22.1,FALSE
1.2,TRUE,61,27.1,TRUE
0.2,TRUE,78,66.8,TRUE
0.6,FALSE,14,94.7,TRUE
0,TRUE,89,73.9,FALSE
0.2,TRUE,8,27.3,FALSE
1.2,TRUE,58,96,FALSE
0.6,TRUE,21,58.2,TRUE
0,FALSE,91,45.4,TRUE
0.4,TRUE,88,26,TRUE
0,FALSE,7,98.2,FALSE
0.8,TRUE,15,6,FALSE
0,TRUE,53,75.3,FALSE
0.8,FALSE,62,39.6,FALSE
1.2,TRUE,58,66.3,TRUE
0.2,FALSE,30,21.1,FALSE
0.2,FALSE,72,35.4,TRUE
1.4,FALSE,2,54.2,TRUE
0.2,FALSE,1,96,FALSE
0.4,FALSE,83,93.5,TRUE
0,FALSE,58,13.2,TRUE
0.4,FALSE,81,65.5,TRUE
1.4,TRUE,22,95.4,FALSE
1.2,FALSE,43,25.1,TRUE
1.4,TRUE,0,52.4,TRUE
1,TRUE,9,41.5,TRUE
1,FALSE,14,25,FALSE
0,FALSE,21,10.4,TRUE
0,TRUE,90,9.7,FALSE
1.4,TRUE,79,75.4,FALSE
1.2,TRUE,43,14.2,FALSE
0.6,FALSE,69,25.3,FALSE
0,TRUE,58,95.3,TRUE
1.2,TRUE,13,34.2,FALSE
0.8,FALSE,0,41.3,TRUE
0.6,FALSE,9,64.2,TRUE
0,TRUE,43,25.9,TRUE
1,TRUE,1,29.4,TRUE
0,TRUE,93,70.1,FALSE
0.4,FALSE,89,99.4,FALSE
0,TRUE,24,35.1,TRUE
0.8,FALSE,2,68.1,TRUE
0.2,TRUE,4,48,TRUE
0.6,TRUE,49,60.9,FALSE
1.4,TRUE,44,27.3,FALSE
1.2,FALSE,75,1.9,FALSE
1.4,TRUE,11,20.1,FALSE
1.2,FALSE,41,32.7,FALSE
0.4,FALSE,70,82.8,FALSE
0,FALSE,50,34.7,TRUE
1,FALSE,31,48.6,FALSE
0.6,FALSE,52,7.5,FALSE
1.2,FALSE,37,89.1,TRUE
0.4,TRUE,16,84.5,FALSE
0.2,TRUE,83,46.6,FALSE
0.2,FALSE,72,66,TRUE
1.4,TRUE,48,51.6,FALSE
0.4,TRUE,57,19.6,FALSE
0.4,NaN,0,0,No
1.4,NaN,70,56,Yes
0.2,NaN,80,64,Yes
0.8,NaN,100,80,Yes
0.6,NaN,80,64,Yes
0.6,NaN,90,72,Yes
0.8,NaN,98,78.4,Yes
0.4,NaN,100,80,Yes
0.4,NaN,100,80,Yes
0.4,NaN,100,80,Yes
1,NaN,100,80,Yes
1.4,NaN,100,80,Yes
1.2,NaN,98,78.4,Yes
1.2,NaN,100,80,Yes
0.4,NaN,100,80,Yes
0.6,NaN,70,56,Yes
1,NaN,0,0,No
0,NaN,90,72,Yes
0.6,NaN,100,80,Yes
0.4,NaN,100,80,Yes
1.4,NaN,100,80,Yes
0.2,NaN,100,80,Yes
0.8,NaN,100,80,Yes
0.2,NaN,100,80,Yes
0.2,NaN,100,80,Yes
0.2,NaN,98,78.4,Yes
0,NaN,0,0,No
1.2,NaN,100,80,Yes
1,NaN,100,80,Yes
1.4,NaN,100,80,Yes
1.2,NaN,100,80,Yes
1,NaN,100,80,Yes
0.4,NaN,0,0,No
0,NaN,80,64,Yes
0.6,NaN,100,80,Yes
1.4,NaN,70,56,Yes
0.2,NaN,0,0,No
0,NaN,100,80,Yes
1,NaN,100,80,Yes
0,NaN,0,0,No
0.8,NaN,90,72,Yes
0.6,NaN,0,0,No
0.4,NaN,100,80,Yes
1.4,NaN,100,80,Yes
1.2,NaN,80,64,Yes
0,NaN,100,80,Yes
1.4,NaN,0,0,No
1,NaN,100,80,Yes
0.6,NaN,0,0,No
0.2,NaN,0,0,No
1.4,NaN,0,0,No
1.2,NaN,100,80,Yes
0.8,NaN,100,80,Yes
0.8,NaN,0,0,No
0.2,NaN,0,0,No
0.4,NaN,0,0,No
1.4,NaN,0,0,No
0,NaN,0,0,No
1.2,NaN,0,0,No
1,NaN,0,0,No
